dep_julian,arr_julian,dep_iso,arr_iso,tof_days,dv_total_kms,dv_dep_kms,dv_arr_kms
2463232.5,2463861.059322034,2032-01-01 00:00:00.000,2033-09-20 13:25:25.424,628.5593220338983,18.893046002982704,8.081751594883464,10.81129440809924
2463232.5,2463879.5169491526,2032-01-01 00:00:00.000,2033-10-09 00:24:24.407,647.0169491525425,17.911764491317847,7.0014340938546455,10.910330397463202
2463232.5,2463897.974576271,2032-01-01 00:00:00.000,2033-10-27 11:23:23.390,665.4745762711865,17.191355907485107,6.081727764820429,11.10962814266468
2463232.5,2463916.4322033897,2032-01-01 00:00:00.000,2033-11-14 22:22:22.373,683.9322033898305,16.93117537063424,5.498967620913212,11.432207749721028
2463232.5,2463934.8898305083,2032-01-01 00:00:00.000,2033-12-03 09:21:21.356,702.3898305084747,17.442103930608944,5.529558329642127,11.912545600966816
2463232.5,2463953.3474576278,2032-01-01 00:00:00.000,2033-12-21 20:20:20.339,720.8474576271187,19.010435634988045,6.409508486364243,12.600927148623803
2463233.5,2463862.059322034,2032-01-02 00:00:00.000,2033-09-21 13:25:25.424,628.5593220338983,18.979561898852303,8.119622772268189,10.859939126584116
2463233.5,2463880.5169491526,2032-01-02 00:00:00.000,2033-10-10 00:24:24.407,647.0169491525425,17.984831773532846,7.0311190548136455,10.9537127187192
2463233.5,2463898.974576271,2032-01-02 00:00:00.000,2033-10-28 11:23:23.390,665.4745762711865,17.24880888686213,6.101874918458979,11.146933968403149
2463233.5,2463917.4322033897,2032-01-02 00:00:00.000,2033-11-15 22:22:22.373,683.9322033898305,16.96828024247397,5.50622362072972,11.46205662174425
2463233.5,2463935.8898305083,2032-01-02 00:00:00.000,2033-12-04 09:21:21.356,702.3898305084747,17.452139005411492,5.519340784064293,11.9327982213472
2463233.5,2463954.3474576278,2032-01-02 00:00:00.000,2033-12-22 20:20:20.339,720.8474576271187,18.98684355922993,6.37857726217277,12.608266297057158
2463234.5,2463863.059322034,2032-01-03 00:00:00.000,2033-09-22 13:25:25.424,628.5593220338983,19.06619154465705,8.157547282501598,10.908644262155455
2463234.5,2463881.5169491526,2032-01-03 00:00:00.000,2033-10-11 00:24:24.407,647.0169491525425,18.05796688513262,7.060868760127042,10.997098125005577
2463234.5,2463899.974576271,2032-01-03 00:00:00.000,2033-10-29 11:23:23.390,665.4745762711865,17.306317378919324,6.122119036348412,11.18419834257091
2463234.5,2463918.4322033897,2032-01-03 00:00:00.000,2033-11-16 22:22:22.373,683.9322033898305,17.005443624903716,5.513608574728727,11.49183505017499
2463234.5,2463936.8898305083,2032-01-03 00:00:00.000,2033-12-05 09:21:21.356,702.3898305084747,17.462213522454775,5.509234529105112,11.952978993349662
2463234.5,2463955.3474576278,2032-01-03 00:00:00.000,2033-12-23 20:20:20.339,720.8474576271187,18.9632837389145,6.347699087855343,12.61558465105916
2463235.5,2463864.059322034,2032-01-04 00:00:00.000,2033-09-23 13:25:25.424,628.5593220338983,19.15300522371177,8.195598545844499,10.957406677867269
