aoa[deg],-30,-28,-26,-24,-22,-20,-18,-16,-14,-12,-10,-8,-6,-4,-2,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30
cl/cd[-],-5.5,-5.5,-5,-5,-4.5,-4,-3.5,-3,-2,-1,0,0.75,1.75,3.25,4.75,6.25,8,9.5,11.25,12.25,12.75,12.75,12.25,11.75,11,10,8.5,7,5,4,3
Snippet 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mass[kg], area[m^2], cd[-], pitch_angle[deg], vel_x[m/s] , vel_y[m/s], prop_speed[rpm], est_wind_x[m/s], est_wind_y[m/s],,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.85,19.51,2.48,5253.3,-2.7,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.83,19.5,2.52,5291.88,-2.7,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.82,19.48,2.53,5271.54,-2.8,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.81,19.47,2.52,5270.77,-2.7,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.79,19.46,2.55,5254.71,-2.7,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.78,19.45,2.58,5288.82,-2.7,0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.76,19.45,2.54,5312.34,-2.7,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.75,19.45,2.56,5361.44,-2.6,0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.73,19.46,2.52,5352.96,-2.6,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.72,19.47,2.52,5375.69,-2.6,0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.7,19.48,2.56,5416.79,-2.7,0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.69,19.49,2.61,5464.3,-2.7,0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.67,19.5,2.64,5427.5,-2.7,0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.65,19.51,2.61,5436.06,-2.7,0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.64,19.52,2.59,5428.71,-2.7,0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.62,19.53,2.53,5433.97,-2.7,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.6,19.55,2.54,5474.3,-2.7,0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.58,19.57,2.5,5528.1,-2.7,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.56,19.58,2.48,5476.83,-2.6,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.54,19.6,2.43,5430.52,-2.6,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.52,19.61,2.43,5414.98,-2.6,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.5,19.62,2.4,5417,-2.6,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.48,19.64,2.39,5379.86,-2.6,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.46,19.64,2.36,5367.75,-2.6,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.44,19.65,2.3,5340.36,-2.5,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.42,19.67,2.24,5396.32,-2.6,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.39,19.68,2.22,5385.65,-2.5,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.37,19.7,2.18,5420.19,-2.6,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.35,19.71,2.16,5380,-2.5,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.32,19.72,2.17,5351.32,-2.6,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.3,19.72,2.21,5299.67,-2.6,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.27,19.72,2.19,5284.74,-2.6,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.25,19.73,2.16,5296.95,-2.6,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.23,19.73,2.11,5342.86,-2.6,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.2,19.75,2.08,5401.03,-2.6,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.17,19.76,2.06,5364.53,-2.7,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.15,19.77,2.09,5372.47,-2.6,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.12,19.78,2.04,5338.95,-2.6,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.09,19.79,1.97,5308.19,-2.6,-0.4,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.06,19.79,1.97,5272.83,-2.6,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4.03,19.79,1.95,5227.55,-2.6,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,4,19.8,1.97,5279.8,-2.6,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,3.97,19.81,1.98,5294.06,-2.5,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,3.94,19.82,1.93,5251.98,-2.5,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,3.91,19.84,1.93,5280.81,-2.5,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,3.88,19.85,1.94,5339.13,-2.6,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,3.85,19.87,1.89,5326.69,-2.6,-0.4,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,3.82,19.88,1.92,5306.31,-2.6,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,3.79,19.9,1.88,5309.14,-2.6,-0.4,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,3.75,19.91,1.85,5347.6,-2.6,-0.4,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,3.72,19.94,1.78,5396.04,-2.6,-0.4,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,3.69,19.97,1.8,5392.14,-2.5,-0.4,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,3.66,19.99,1.85,5340.88,-2.6,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,3.62,20,1.86,5304.34,-2.5,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,3.59,20.02,1.87,5294.65,-2.5,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,3.56,20.04,1.84,5305.62,-2.5,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,3.53,20.06,1.88,5295.85,-2.5,-0.3,,,,,,,,,,,,,,,,,,,,,,,
Snippet 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mass[kg], area[m^2], cd[-], pitch_angle[deg], vel_x[m/s] , vel_y[m/s], prop_speed[rpm], est_wind_x[m/s], est_wind_y[m/s],,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.75,26.45,-0.38,4870.65,-3.6,0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.75,26.37,-0.37,4882.17,-3.6,0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.75,26.28,-0.4,4832.48,-3.5,0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.75,26.21,-0.39,4859.23,-3.5,0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.74,26.14,-0.45,4898.86,-3.5,0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.74,26.07,-0.5,4893.14,-3.5,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.74,26.02,-0.41,4889.1,-3.5,0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.74,25.96,-0.39,4922.58,-3.5,0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.74,25.91,-0.41,4904.28,-3.5,0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.74,25.85,-0.38,4891.06,-3.5,0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.74,25.81,-0.32,4937.72,-3.5,0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.74,25.76,-0.34,4938.51,-3.5,0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.74,25.73,-0.35,4985.94,-3.5,0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.74,25.7,-0.33,5014.28,-3.5,0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.74,25.67,-0.38,5063.69,-3.5,0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.74,25.64,-0.37,5038.86,-3.5,0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.74,25.61,-0.44,5018.66,-3.5,0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.74,25.58,-0.42,5004.09,-3.5,0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.74,25.56,-0.4,5022.47,-3.4,0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.74,25.54,-0.41,4984.07,-3.4,0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.73,25.51,-0.48,4992.71,-3.4,0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.73,25.49,-0.53,4983.37,-3.5,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.73,25.47,-0.52,5029.16,-3.5,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.72,25.45,-0.46,5005.76,-3.5,0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.72,25.43,-0.42,4980.28,-3.5,0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.71,25.4,-0.51,5021.83,-3.6,0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.71,25.39,-0.44,5044.79,-3.6,0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.7,25.37,-0.53,5070.24,-3.5,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.69,25.36,-0.51,5056.65,-3.5,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.69,25.34,-0.49,5054.4,-3.6,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.68,25.32,-0.49,5031.53,-3.6,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.67,25.3,-0.47,4995.16,-3.6,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.66,25.29,-0.39,5050.02,-3.7,0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.65,25.26,-0.46,5047.91,-3.7,0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.64,25.25,-0.39,5091.34,-3.7,0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.63,25.24,-0.36,5044.62,-3.7,0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.63,25.22,-0.34,5052.83,-3.7,0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.62,25.22,-0.28,5105.9,-3.6,0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.61,25.21,-0.28,5112.01,-3.7,0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.59,25.19,-0.33,5106.55,-3.7,0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.58,25.2,-0.25,5162.32,-3.7,0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.57,25.19,-0.26,5201.01,-3.7,0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.56,25.18,-0.27,5151.05,-3.7,0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.55,25.18,-0.23,5178.36,-3.8,0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.54,25.16,-0.29,5172.84,-3.8,0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.52,25.16,-0.21,5199.06,-3.9,0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.51,25.15,-0.17,5212.02,-3.8,0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.49,25.14,-0.25,5185.31,-3.8,0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.47,25.14,-0.27,5188.71,-3.7,0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.46,25.14,-0.22,5227.24,-3.7,0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.44,25.14,-0.19,5215.67,-3.7,0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.43,25.14,-0.11,5232.11,-3.7,0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.41,25.13,-0.12,5196.33,-3.7,0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.39,25.12,-0.11,5186.72,-3.8,0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.37,25.12,-0.06,5232.46,-3.8,0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.36,25.12,-0.06,5264.51,-3.8,0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.34,25.12,0.02,5251.22,-3.8,0.4,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.32,25.11,0.04,5227.83,-3.8,0.4,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.3,25.11,0.08,5227.29,-3.7,0.4,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.28,25.11,0.13,5245.12,-3.7,0.5,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.26,25.11,0.18,5248.24,-3.8,0.5,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.24,25.11,0.21,5299.62,-3.8,0.5,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.22,25.11,0.28,5354.43,-3.8,0.6,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.19,25.11,0.25,5365.46,-3.8,0.5,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.17,25.11,0.31,5321.44,-3.8,0.6,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.15,25.11,0.33,5337.82,-3.8,0.6,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.13,25.1,0.34,5286.8,-3.8,0.6,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.11,25.09,0.3,5227.58,-3.8,0.6,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.08,25.08,0.34,5271.97,-3.8,0.6,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.06,25.07,0.37,5280.86,-3.8,0.6,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.04,25.06,0.4,5232.67,-3.8,0.6,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-4.01,25.05,0.46,5286.13,-3.8,0.6,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-3.99,25.04,0.5,5246.79,-3.9,0.7,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-3.97,25.02,0.48,5236.94,-3.8,0.7,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-3.94,25,0.42,5201.86,-3.8,0.6,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-3.92,24.97,0.42,5147.82,-3.8,0.6,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-3.89,24.95,0.47,5164.41,-3.8,0.6,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-3.86,24.93,0.46,5182.59,-3.8,0.6,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-3.84,24.9,0.41,5206.81,-3.9,0.6,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-3.81,24.88,0.41,5166.3,-3.9,0.5,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-3.78,24.86,0.46,5202.89,-3.9,0.5,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-3.75,24.83,0.54,5164.71,-4,0.6,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-3.72,24.81,0.58,5204.76,-3.9,0.6,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-3.69,24.79,0.65,5223.96,-3.9,0.7,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-3.66,24.77,0.58,5231.43,-3.9,0.7,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-3.64,24.74,0.61,5171.92,-4,0.6,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-3.61,24.73,0.67,5224.84,-3.9,0.7,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-3.58,24.7,0.6,5194.16,-4,0.6,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-3.55,24.67,0.56,5202.13,-4,0.6,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-3.52,24.65,0.61,5239.6,-4,0.6,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-3.48,24.63,0.66,5284.31,-4,0.6,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-3.46,24.62,0.68,5327.71,-4.1,0.6,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-3.42,24.6,0.74,5337.16,-4.1,0.7,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-3.39,24.59,0.77,5375.8,-4,0.7,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-3.36,24.58,0.83,5384.4,-4.1,0.7,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-3.33,24.57,0.85,5385.79,-4.1,0.7,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-3.3,24.56,0.91,5333.03,-4,0.8,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-3.26,24.54,0.97,5328.55,-4.1,0.8,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-3.23,24.52,0.9,5355.73,-4.1,0.8,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-3.2,24.5,0.92,5345.9,-4.1,0.7,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,-3.16,24.48,1,5337.54,-4.1,0.8,,,,,,,,,,,,,,,,,,,,,,,
Snippet 9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mass[kg], area[m^2], cd[-], pitch_angle[deg], vel_x[m/s] , vel_y[m/s], prop_speed[rpm], est_wind_x[m/s], est_wind_y[m/s],,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.82,26.33,1.78,4935.39,2.6,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.81,26.31,1.8,4930.19,2.5,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.81,26.29,1.76,4944.6,2.5,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.8,26.27,1.74,5003.66,2.5,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.8,26.26,1.78,5019.19,2.5,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.79,26.25,1.74,5019.14,2.5,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.78,26.25,1.7,5043.28,2.5,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.77,26.25,1.66,5057.17,2.6,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.76,26.24,1.67,5004.13,2.5,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.75,26.24,1.63,5040.35,2.6,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.74,26.24,1.65,5080.48,2.6,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.73,26.26,1.65,5132.67,2.7,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.72,26.28,1.68,5191.98,2.7,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.71,26.3,1.69,5183.78,2.7,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.7,26.32,1.68,5222.45,2.7,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.68,26.35,1.67,5275.25,2.7,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.67,26.39,1.71,5301.41,2.8,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.66,26.42,1.67,5333.44,2.8,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.64,26.46,1.62,5348.71,2.8,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.63,26.5,1.62,5374.42,2.8,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.61,26.54,1.58,5380.69,2.8,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.59,26.57,1.53,5390.71,2.8,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.58,26.6,1.54,5371.68,2.7,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.56,26.63,1.49,5340.66,2.8,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.54,26.66,1.47,5336.54,2.8,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.53,26.69,1.43,5371.23,2.8,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.51,26.71,1.39,5326.53,2.7,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.49,26.73,1.38,5273.24,2.8,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.46,26.74,1.37,5255.29,2.7,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.44,26.76,1.37,5290.61,2.8,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.42,26.78,1.39,5295.67,2.8,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.4,26.8,1.35,5258.83,2.7,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.38,26.81,1.35,5215.93,2.8,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.36,26.82,1.41,5208.38,2.7,-0.3,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.34,26.83,1.44,5207.15,2.7,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.32,26.83,1.47,5168.3,2.7,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.29,26.83,1.46,5153,2.7,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.27,26.84,1.48,5185.02,2.7,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.24,26.86,1.44,5200.78,2.8,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.22,26.87,1.44,5183.32,2.8,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.19,26.88,1.42,5233.83,2.8,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.17,26.9,1.42,5235.12,2.8,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.14,26.91,1.45,5189.71,2.7,-0.2,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.11,26.92,1.49,5184.03,2.7,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.08,26.93,1.46,5127.86,2.8,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.05,26.94,1.45,5164.74,2.8,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,1.02,26.95,1.45,5165.57,2.7,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.98,26.96,1.44,5184.01,2.7,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.95,26.98,1.44,5223.35,2.7,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.92,26.99,1.47,5256.2,2.6,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.88,27.01,1.46,5197.97,2.7,-0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.85,27.03,1.48,5227.25,2.7,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.82,27.05,1.48,5254.84,2.7,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.78,27.07,1.48,5219.29,2.8,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.75,27.08,1.52,5204.16,2.7,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.72,27.1,1.52,5237.08,2.7,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.68,27.12,1.53,5215.67,2.7,0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.64,27.14,1.49,5190.55,2.8,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.61,27.16,1.45,5181.55,2.8,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.57,27.17,1.41,5132.84,2.8,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.53,27.19,1.42,5164.3,2.8,0,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.5,27.21,1.46,5202.23,2.7,0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.46,27.22,1.46,5155.34,2.7,0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.42,27.24,1.49,5205.08,2.7,0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.38,27.26,1.45,5192.08,2.7,0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.35,27.29,1.44,5246.99,2.7,0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.31,27.31,1.42,5222.73,2.8,0.1,,,,,,,,,,,,,,,,,,,,,,,
15,0.625,0.13,0.27,27.33,1.36,5207.22,2.8,0,,,,,,,,,,,,,,,,,,,,,,,
