dep_julian,arr_julian,dep_iso,arr_iso,tof_days,dv_total_kms,dv_dep_kms,dv_arr_kms
2462502.5,2462503.5,2030-01-01 00:00:00.000,2030-01-02 00:00:00.000,1.0,,,
2462502.5,2462521.9576271186,2030-01-01 00:00:00.000,2030-01-20 10:58:58.983,19.45762711864407,,,
2462502.5,2462540.415254237,2030-01-01 00:00:00.000,2030-02-07 21:57:57.966,37.91525423728814,,,
2462502.5,2462558.872881356,2030-01-01 00:00:00.000,2030-02-26 08:56:56.949,56.37288135593221,,,
2462502.5,2462577.3305084747,2030-01-01 00:00:00.000,2030-03-16 19:55:55.932,74.83050847457628,,,
2462502.5,2462595.7881355933,2030-01-01 00:00:00.000,2030-04-04 06:54:54.915,93.28813559322035,,,
2462502.5,2462614.245762712,2030-01-01 00:00:00.000,2030-04-22 17:53:53.898,111.74576271186442,,,
2462502.5,2462632.7033898304,2030-01-01 00:00:00.000,2030-05-11 04:52:52.881,130.20338983050848,,,
2462502.5,2462651.161016949,2030-01-01 00:00:00.000,2030-05-29 15:51:51.864,148.66101694915255,,,
2462502.5,2462669.618644068,2030-01-01 00:00:00.000,2030-06-17 02:50:50.847,167.11864406779662,,,
2462502.5,2462688.0762711866,2030-01-01 00:00:00.000,2030-07-05 13:49:49.831,185.5762711864407,,,
2462502.5,2462706.533898305,2030-01-01 00:00:00.000,2030-07-24 00:48:48.814,204.03389830508476,,,
2462502.5,2462724.9915254237,2030-01-01 00:00:00.000,2030-08-11 11:47:47.797,222.49152542372883,,,
2462502.5,2462743.4491525423,2030-01-01 00:00:00.000,2030-08-29 22:46:46.780,240.9491525423729,,,
2462502.5,2462761.906779661,2030-01-01 00:00:00.000,2030-09-17 09:45:45.763,259.40677966101697,,,
2462502.5,2462780.36440678,2030-01-01 00:00:00.000,2030-10-05 20:44:44.746,277.86440677966107,,,
2462502.5,2462798.8220338984,2030-01-01 00:00:00.000,2030-10-24 07:43:43.729,296.3220338983051,,,
2462502.5,2462817.279661017,2030-01-01 00:00:00.000,2030-11-11 18:42:42.712,314.77966101694915,,,
2462502.5,2462835.7372881356,2030-01-01 00:00:00.000,2030-11-30 05:41:41.695,333.23728813559325,,,
2462502.5,2462854.194915254,2030-01-01 00:00:00.000,2030-12-18 16:40:40.678,351.69491525423734,,,
2462502.5,2462872.6525423727,2030-01-01 00:00:00.000,2031-01-06 03:39:39.661,370.1525423728814,,,
2462502.5,2462891.1101694917,2030-01-01 00:00:00.000,2031-01-24 14:38:38.644,388.6101694915254,,,
2462502.5,2462909.5677966103,2030-01-01 00:00:00.000,2031-02-12 01:37:37.627,407.0677966101695,,,
2462502.5,2462928.025423729,2030-01-01 00:00:00.000,2031-03-02 12:36:36.610,425.5254237288136,,,
2462502.5,2462946.4830508474,2030-01-01 00:00:00.000,2031-03-20 23:35:35.593,443.98305084745766,,,
2462502.5,2462964.940677966,2030-01-01 00:00:00.000,2031-04-08 10:34:34.576,462.4406779661017,,,
2462502.5,2462983.3983050846,2030-01-01 00:00:00.000,2031-04-26 21:33:33.559,480.8983050847458,,,
2462502.5,2463001.8559322036,2030-01-01 00:00:00.000,2031-05-15 08:32:32.542,499.3559322033899,,,
2462502.5,2463020.313559322,2030-01-01 00:00:00.000,2031-06-02 19:31:31.525,517.8135593220339,,,
2462502.5,2463038.7711864407,2030-01-01 00:00:00.000,2031-06-21 06:30:30.508,536.271186440678,,,
2462502.5,2463057.2288135593,2030-01-01 00:00:00.000,2031-07-09 17:29:29.492,554.7288135593221,,,
2462502.5,2463075.686440678,2030-01-01 00:00:00.000,2031-07-28 04:28:28.475,573.1864406779662,,,
2462502.5,2463094.1440677964,2030-01-01 00:00:00.000,2031-08-15 15:27:27.458,591.6440677966102,,,
2462502.5,2463112.6016949154,2030-01-01 00:00:00.000,2031-09-03 02:26:26.441,610.1016949152543,,,
2462502.5,2463131.059322034,2030-01-01 00:00:00.000,2031-09-21 13:25:25.424,628.5593220338983,,,
2462502.5,2463149.5169491526,2030-01-01 00:00:00.000,2031-10-10 00:24:24.407,647.0169491525425,,,
2462502.5,2463167.974576271,2030-01-01 00:00:00.000,2031-10-28 11:23:23.390,665.4745762711865,,,
2462502.5,2463186.4322033897,2030-01-01 00:00:00.000,2031-11-15 22:22:22.373,683.9322033898305,19.42443562897137,7.9381150220562455,11.486320606915125
2462502.5,2463204.8898305083,2030-01-01 00:00:00.000,2031-12-04 09:21:21.356,702.3898305084747,18.472155929390315,6.867151016873221,11.605004912517094
2462502.5,2463223.3474576273,2030-01-01 00:00:00.000,2031-12-22 20:20:20.339,720.8474576271187,17.87755774042291,6.038712563108802,11.838845177314106
2462502.5,2463241.805084746,2030-01-01 00:00:00.000,2032-01-10 07:19:19.322,739.3050847457628,17.914696805233163,5.696378238404832,12.218318566828332
2462502.5,2463260.2627118644,2030-01-01 00:00:00.000,2032-01-28 18:18:18.305,757.7627118644068,18.926635950214198,6.139006945887703,12.787629004326496
2462502.5,2463278.720338983,2030-01-01 00:00:00.000,2032-02-16 05:17:17.288,776.2203389830509,,,
2462502.5,2463297.1779661016,2030-01-01 00:00:00.000,2032-03-05 16:16:16.271,794.677966101695,,,
2462502.5,2463315.63559322,2030-01-01 00:00:00.000,2032-03-24 03:15:15.254,813.135593220339,,,
2462502.5,2463334.093220339,2030-01-01 00:00:00.000,2032-04-11 14:14:14.237,831.5932203389831,,,
2462502.5,2463352.5508474577,2030-01-01 00:00:00.000,2032-04-30 01:13:13.220,850.0508474576272,,,
2462502.5,2463371.0084745763,2030-01-01 00:00:00.000,2032-05-18 12:12:12.203,868.5084745762713,,,
2462502.5,2463389.466101695,2030-01-01 00:00:00.000,2032-06-05 23:11:11.186,886.9661016949153,,,
2462502.5,2463407.9237288134,2030-01-01 00:00:00.000,2032-06-24 10:10:10.169,905.4237288135594,,,
2462502.5,2463426.381355932,2030-01-01 00:00:00.000,2032-07-12 21:09:09.153,923.8813559322034,,,
2462502.5,2463444.838983051,2030-01-01 00:00:00.000,2032-07-31 08:08:08.136,942.3389830508476,,,
2462502.5,2463463.2966101696,2030-01-01 00:00:00.000,2032-08-18 19:07:07.119,960.7966101694916,,,
2462502.5,2463481.754237288,2030-01-01 00:00:00.000,2032-09-06 06:06:06.102,979.2542372881356,,,
2462502.5,2463500.2118644067,2030-01-01 00:00:00.000,2032-09-24 17:05:05.085,997.7118644067798,,,
2462502.5,2463518.6694915253,2030-01-01 00:00:00.000,2032-10-13 04:04:04.068,1016.1694915254238,,,
2462502.5,2463537.127118644,2030-01-01 00:00:00.000,2032-10-31 15:03:03.051,1034.6271186440679,,,
2462502.5,2463555.584745763,2030-01-01 00:00:00.000,2032-11-19 02:02:02.034,1053.084745762712,,,
2462502.5,2463574.0423728814,2030-01-01 00:00:00.000,2032-12-07 13:01:01.017,1071.542372881356,,,
2462502.5,2463592.5,2030-01-01 00:00:00.000,2032-12-26 00:00:00.000,1090.0,,,
2462503.5,2462504.5,2030-01-02 00:00:00.000,2030-01-03 00:00:00.000,1.0,,,
2462503.5,2462522.9576271186,2030-01-02 00:00:00.000,2030-01-21 10:58:58.983,19.45762711864407,,,
2462503.5,2462541.415254237,2030-01-02 00:00:00.000,2030-02-08 21:57:57.966,37.91525423728814,,,
2462503.5,2462559.872881356,2030-01-02 00:00:00.000,2030-02-27 08:56:56.949,56.37288135593221,,,
2462503.5,2462578.3305084747,2030-01-02 00:00:00.000,2030-03-17 19:55:55.932,74.83050847457628,,,
2462503.5,2462596.7881355933,2030-01-02 00:00:00.000,2030-04-05 06:54:54.915,93.28813559322035,,,
2462503.5,2462615.245762712,2030-01-02 00:00:00.000,2030-04-23 17:53:53.898,111.74576271186442,,,
2462503.5,2462633.7033898304,2030-01-02 00:00:00.000,2030-05-12 04:52:52.881,130.20338983050848,,,
2462503.5,2462652.161016949,2030-01-02 00:00:00.000,2030-05-30 15:51:51.864,148.66101694915255,,,
2462503.5,2462670.618644068,2030-01-02 00:00:00.000,2030-06-18 02:50:50.847,167.11864406779662,,,
2462503.5,2462689.0762711866,2030-01-02 00:00:00.000,2030-07-06 13:49:49.831,185.5762711864407,,,
2462503.5,2462707.533898305,2030-01-02 00:00:00.000,2030-07-25 00:48:48.814,204.03389830508476,,,
2462503.5,2462725.9915254237,2030-01-02 00:00:00.000,2030-08-12 11:47:47.797,222.49152542372883,,,
2462503.5,2462744.4491525423,2030-01-02 00:00:00.000,2030-08-30 22:46:46.780,240.9491525423729,,,
2462503.5,2462762.906779661,2030-01-02 00:00:00.000,2030-09-18 09:45:45.763,259.40677966101697,,,
2462503.5,2462781.36440678,2030-01-02 00:00:00.000,2030-10-06 20:44:44.746,277.86440677966107,,,
2462503.5,2462799.8220338984,2030-01-02 00:00:00.000,2030-10-25 07:43:43.729,296.3220338983051,,,
2462503.5,2462818.279661017,2030-01-02 00:00:00.000,2030-11-12 18:42:42.712,314.77966101694915,,,
2462503.5,2462836.7372881356,2030-01-02 00:00:00.000,2030-12-01 05:41:41.695,333.23728813559325,,,
2462503.5,2462855.194915254,2030-01-02 00:00:00.000,2030-12-19 16:40:40.678,351.69491525423734,,,
2462503.5,2462873.6525423727,2030-01-02 00:00:00.000,2031-01-07 03:39:39.661,370.1525423728814,,,
2462503.5,2462892.1101694917,2030-01-02 00:00:00.000,2031-01-25 14:38:38.644,388.6101694915254,,,
2462503.5,2462910.5677966103,2030-01-02 00:00:00.000,2031-02-13 01:37:37.627,407.0677966101695,,,
2462503.5,2462929.025423729,2030-01-02 00:00:00.000,2031-03-03 12:36:36.610,425.5254237288136,,,
2462503.5,2462947.4830508474,2030-01-02 00:00:00.000,2031-03-21 23:35:35.593,443.98305084745766,,,
2462503.5,2462965.940677966,2030-01-02 00:00:00.000,2031-04-09 10:34:34.576,462.4406779661017,,,
2462503.5,2462984.3983050846,2030-01-02 00:00:00.000,2031-04-27 21:33:33.559,480.8983050847458,,,
2462503.5,2463002.8559322036,2030-01-02 00:00:00.000,2031-05-16 08:32:32.542,499.3559322033899,,,
2462503.5,2463021.313559322,2030-01-02 00:00:00.000,2031-06-03 19:31:31.525,517.8135593220339,,,
2462503.5,2463039.7711864407,2030-01-02 00:00:00.000,2031-06-22 06:30:30.508,536.271186440678,,,
2462503.5,2463058.2288135593,2030-01-02 00:00:00.000,2031-07-10 17:29:29.492,554.7288135593221,,,
2462503.5,2463076.686440678,2030-01-02 00:00:00.000,2031-07-29 04:28:28.475,573.1864406779662,,,
2462503.5,2463095.1440677964,2030-01-02 00:00:00.000,2031-08-16 15:27:27.458,591.6440677966102,,,
2462503.5,2463113.6016949154,2030-01-02 00:00:00.000,2031-09-04 02:26:26.441,610.1016949152543,,,
2462503.5,2463132.059322034,2030-01-02 00:00:00.000,2031-09-22 13:25:25.424,628.5593220338983,,,
2462503.5,2463150.5169491526,2030-01-02 00:00:00.000,2031-10-11 00:24:24.407,647.0169491525425,,,
2462503.5,2463168.974576271,2030-01-02 00:00:00.000,2031-10-29 11:23:23.390,665.4745762711865,,,
2462503.5,2463187.4322033897,2030-01-02 00:00:00.000,2031-11-16 22:22:22.373,683.9322033898305,19.507997913563962,7.975221644123257,11.532776269440703
2462503.5,2463205.8898305083,2030-01-02 00:00:00.000,2031-12-05 09:21:21.356,702.3898305084747,18.541357838445666,6.895612598687994,11.645745239757673
2462503.5,2463224.3474576273,2030-01-02 00:00:00.000,2031-12-23 20:20:20.339,720.8474576271187,17.928442742062686,6.055765120441169,11.872677621621518
2462503.5,2463242.805084746,2030-01-02 00:00:00.000,2032-01-11 07:19:19.322,739.3050847457628,17.940321133547943,5.696936220568288,12.243384912979655
2462503.5,2463261.2627118644,2030-01-02 00:00:00.000,2032-01-29 18:18:18.305,757.7627118644068,18.91894528517277,6.117879129111907,12.801066156060864
2462503.5,2463279.720338983,2030-01-02 00:00:00.000,2032-02-17 05:17:17.288,776.2203389830509,,,
2462503.5,2463298.1779661016,2030-01-02 00:00:00.000,2032-03-06 16:16:16.271,794.677966101695,,,
2462503.5,2463316.63559322,2030-01-02 00:00:00.000,2032-03-25 03:15:15.254,813.135593220339,,,
2462503.5,2463335.093220339,2030-01-02 00:00:00.000,2032-04-12 14:14:14.237,831.5932203389831,,,
2462503.5,2463353.5508474577,2030-01-02 00:00:00.000,2032-05-01 01:13:13.220,850.0508474576272,,,
